year_id,age,sex_id,dept_sum,nat_pop,diff,diff_pct,flag_diff
1997,0,8507,312737,312737,0,0,FALSE
1997,0,8532,299575,299575,0,0,FALSE
1997,1,8507,312530,312530,0,0,FALSE
1997,1,8532,299711,299711,0,0,FALSE
1997,2,8507,314005,314005,0,0,FALSE
1997,2,8532,301119,301119,0,0,FALSE
1997,3,8507,315384,315384,0,0,FALSE
1997,3,8532,302468,302468,0,0,FALSE
1997,4,8507,316411,316411,0,0,FALSE
1997,4,8532,303458,303458,0,0,FALSE
1997,5,8507,317296,317296,0,0,FALSE
1997,5,8532,306328,306328,0,0,FALSE
1997,6,8507,316344,316344,0,0,FALSE
1997,6,8532,305514,305514,0,0,FALSE
1997,7,8507,314667,314667,0,0,FALSE
1997,7,8532,303808,303808,0,0,FALSE
1997,8,8507,312327,312327,0,0,FALSE
1997,8,8532,301303,301303,0,0,FALSE
1997,9,8507,309389,309389,0,0,FALSE
1997,9,8532,298090,298090,0,0,FALSE
1997,10,8507,305897,305897,0,0,FALSE
1997,10,8532,294263,294263,0,0,FALSE
1997,11,8507,301899,301899,0,0,FALSE
1997,11,8532,289923,289923,0,0,FALSE
1997,12,8507,297536,297536,0,0,FALSE
1997,12,8532,285126,285126,0,0,FALSE
1997,13,8507,292901,292901,0,0,FALSE
1997,13,8532,279952,279952,0,0,FALSE
1997,14,8507,288010,288010,0,0,FALSE
1997,14,8532,274509,274509,0,0,FALSE
1997,15,8507,282776,282776,0,0,FALSE
1997,15,8532,268801,268801,0,0,FALSE
1997,16,8507,277209,277209,0,0,FALSE
1997,16,8532,262789,262789,0,0,FALSE
1997,17,8507,271640,271640,0,0,FALSE
1997,17,8532,257203,257203,0,0,FALSE
1997,18,8507,266222,266222,0,0,FALSE
1997,18,8532,252396,252396,0,0,FALSE
1997,19,8507,260842,260842,0,0,FALSE
1997,19,8532,248081,248081,0,0,FALSE
1997,20,8507,255268,255268,0,0,FALSE
1997,20,8532,243616,243616,0,0,FALSE
1997,21,8507,249597,249597,0,0,FALSE
1997,21,8532,239121,239121,0,0,FALSE
1997,22,8507,243640,243640,0,0,FALSE
1997,22,8532,234571,234571,0,0,FALSE
1997,23,8507,237294,237294,0,0,FALSE
1997,23,8532,229885,229885,0,0,FALSE
1997,24,8507,230695,230695,0,0,FALSE
1997,24,8532,225109,225109,0,0,FALSE
1997,25,8507,224081,224081,0,0,FALSE
1997,25,8532,220354,220354,0,0,FALSE
1997,26,8507,217414,217414,0,0,FALSE
1997,26,8532,215592,215592,0,0,FALSE
1997,27,8507,210855,210855,0,0,FALSE
1997,27,8532,210803,210803,0,0,FALSE
1997,28,8507,204514,204514,0,0,FALSE
1997,28,8532,205987,205987,0,0,FALSE
1997,29,8507,198329,198329,0,0,FALSE
1997,29,8532,201131,201131,0,0,FALSE
1997,30,8507,192134,192134,0,0,FALSE
1997,30,8532,196245,196245,0,0,FALSE
1997,31,8507,185972,185972,0,0,FALSE
1997,31,8532,191358,191358,0,0,FALSE
1997,32,8507,179875,179875,0,0,FALSE
1997,32,8532,186299,186299,0,0,FALSE
1997,33,8507,173843,173843,0,0,FALSE
1997,33,8532,180996,180996,0,0,FALSE
1997,34,8507,167889,167889,0,0,FALSE
1997,34,8532,175538,175538,0,0,FALSE
1997,35,8507,161999,161999,0,0,FALSE
1997,35,8532,170076,170076,0,0,FALSE
1997,36,8507,156152,156152,0,0,FALSE
1997,36,8532,164566,164566,0,0,FALSE
1997,37,8507,150497,150497,0,0,FALSE
1997,37,8532,159179,159179,0,0,FALSE
1997,38,8507,145100,145100,0,0,FALSE
1997,38,8532,154014,154014,0,0,FALSE
1997,39,8507,139882,139882,0,0,FALSE
1997,39,8532,148985,148985,0,0,FALSE
1997,40,8507,134742,134742,0,0,FALSE
1997,40,8532,143956,143956,0,0,FALSE
1997,41,8507,129753,129753,0,0,FALSE
1997,41,8532,139005,139005,0,0,FALSE
1997,42,8507,124595,124595,0,0,FALSE
1997,42,8532,133880,133880,0,0,FALSE
1997,43,8507,119113,119113,0,0,FALSE
1997,43,8532,128459,128459,0,0,FALSE
1997,44,8507,113485,113485,0,0,FALSE
1997,44,8532,122895,122895,0,0,FALSE
1997,45,8507,108055,108055,0,0,FALSE
1997,45,8532,117491,117491,0,0,FALSE
1997,46,8507,102780,102780,0,0,FALSE
1997,46,8532,112215,112215,0,0,FALSE
1997,47,8507,97764,97764,0,0,FALSE
1997,47,8532,107152,107152,0,0,FALSE
1997,48,8507,93108,93108,0,0,FALSE
1997,48,8532,102382,102382,0,0,FALSE
1997,49,8507,88775,88775,0,0,FALSE
1997,49,8532,97891,97891,0,0,FALSE
1997,50,8507,84583,84583,0,0,FALSE
1997,50,8532,93534,93534,0,0,FALSE
1997,51,8507,80506,80506,0,0,FALSE
1997,51,8532,89279,89279,0,0,FALSE
1997,52,8507,76939,76939,0,0,FALSE
1997,52,8532,85547,85547,0,0,FALSE
1997,53,8507,74037,74037,0,0,FALSE
1997,53,8532,82516,82516,0,0,FALSE
1997,54,8507,71611,71611,0,0,FALSE
1997,54,8532,79982,79982,0,0,FALSE
1997,55,8507,69286,69286,0,0,FALSE
1997,55,8532,77540,77540,0,0,FALSE
1997,56,8507,67111,67111,0,0,FALSE
1997,56,8532,75247,75247,0,0,FALSE
1997,57,8507,64962,64962,0,0,FALSE
1997,57,8532,72985,72985,0,0,FALSE
1997,58,8507,62732,62732,0,0,FALSE
1997,58,8532,70649,70649,0,0,FALSE
1997,59,8507,60455,60455,0,0,FALSE
1997,59,8532,68271,68271,0,0,FALSE
1997,60,8507,58285,58285,0,0,FALSE
1997,60,8532,66002,66002,0,0,FALSE
1997,61,8507,56217,56217,0,0,FALSE
1997,61,8532,63832,63832,0,0,FALSE
1997,62,8507,53983,53983,0,0,FALSE
1997,62,8532,61513,61513,0,0,FALSE
1997,63,8507,51475,51475,0,0,FALSE
1997,63,8532,58947,58947,0,0,FALSE
1997,64,8507,48798,48798,0,0,FALSE
1997,64,8532,56224,56224,0,0,FALSE
1997,65,8507,46162,46162,0,0,FALSE
1997,65,8532,53535,53535,0,0,FALSE
1997,66,8507,43527,43527,0,0,FALSE
1997,66,8532,50843,50843,0,0,FALSE
1997,67,8507,40961,40961,0,0,FALSE
1997,67,8532,48204,48204,0,0,FALSE
1997,68,8507,38522,38522,0,0,FALSE
1997,68,8532,45669,45669,0,0,FALSE
1997,69,8507,36171,36171,0,0,FALSE
1997,69,8532,43201,43201,0,0,FALSE
1997,70,8507,33828,33828,0,0,FALSE
1997,70,8532,40731,40731,0,0,FALSE
1997,71,8507,31529,31529,0,0,FALSE
1997,71,8532,38293,38293,0,0,FALSE
1997,72,8507,29216,29216,0,0,FALSE
1997,72,8532,35815,35815,0,0,FALSE
1997,73,8507,26858,26858,0,0,FALSE
1997,73,8532,33262,33262,0,0,FALSE
1997,74,8507,24501,24501,0,0,FALSE
1997,74,8532,30683,30683,0,0,FALSE
1997,75,8507,22219,22219,0,0,FALSE
1997,75,8532,28166,28166,0,0,FALSE
1997,76,8507,19999,19999,0,0,FALSE
1997,76,8532,25697,25697,0,0,FALSE
1997,77,8507,17913,17913,0,0,FALSE
1997,77,8532,23331,23331,0,0,FALSE
1997,78,8507,16007,16007,0,0,FALSE
1997,78,8532,21103,21103,0,0,FALSE
1997,79,8507,14253,14253,0,0,FALSE
1997,79,8532,18997,18997,0,0,FALSE
1997,80,8507,9898,9898,0,0,FALSE
